Order_ID,Latitude,Longitude,Distance_m,Delivery_Time_min,Demand
0,12.9790062,77.6428583,1027.6197513692325,9.398280245878993,3
1,12.978746099999999,77.6414747,947.3974765586636,9.064901814753206,1
2,12.981980699999998,77.6383683,151.43033599112047,4.455419119107215,1
3,12.9786993,77.6414547,947.3974765586636,7.589424285522613,5
4,12.983367688915823,77.63973609238644,268.8421009875829,5.639404810306026,3
5,12.980672953680097,77.64285827210675,751.4331742566142,6.600748368099262,3
6,12.980185347807115,77.64216448420534,821.1259709950707,6.356252335438905,3
7,12.97930891032861,77.64317747446933,1023.598723937867,9.9561472111634,4
8,12.982920405080659,77.64473450479872,1382.0055903503785,10.708751154795928,3
9,12.983862167528809,77.63922933418735,268.8421009875829,5.327182638374392,5
10,12.982657637510396,77.63853052582313,140.7921417525406,3.4792847114097265,4
11,12.981519306006994,77.63857352497577,340.38111558443416,4.981641007061482,3
12,12.981408793917401,77.63856612502569,340.38111558443416,4.055291575428634,5
13,12.981306045096584,77.63857807503405,340.38111558443416,5.425979869004712,1
14,12.981747855367777,77.63855827463013,200.10104739012536,4.374059231883628,5
15,12.981853124596528,77.63856563456555,200.10104739012536,4.932953497319361,1
16,12.9826794,77.63785650000001,31.175574673125794,4.836381328418258,2
17,12.982462960058236,77.63803881725761,151.43033599112047,3.4339926661491003,3
18,12.982806649999997,77.63808095,140.7921417525406,3.5548791052997535,5
19,12.982671631607937,77.6380995769171,140.7921417525406,3.15442282049051,1
20,12.982419884249873,77.6378205322504,86.60837427808954,5.115135262337975,2
21,12.982588824163425,77.63969929469174,301.5563076833993,4.3284588931904375,3
22,12.981735855324311,77.63902417507079,340.38111558443416,6.066176378168775,3
23,12.982546150000003,77.63946705000001,279.18561675555236,5.645651751804091,1
24,12.98086055,77.63907950000001,428.842160723893,6.4165719409830775,5
25,12.981536666650069,77.64265168365641,723.2911700628055,7.751391891636685,5
26,12.981757355153222,77.64042997482787,437.6448877082429,6.407834611107754,5
27,12.98055742484528,77.64124638671744,729.3608900703565,6.041312334859681,4
28,12.9822964,77.6404115,408.5577548798012,6.509801058376717,3
29,12.980409625167079,77.64051741282323,528.4951803447428,7.298122077683976,1
30,12.981524399999998,77.64045005,437.6448877082429,5.50026115937351,2
31,12.980089705315638,77.64030292656773,694.4827552786822,6.9259900712670195,2
32,12.980764925110742,77.64048556634657,528.4951803447428,5.908823738271009,2
33,12.98013545,77.6405544,694.4827552786822,7.063896437110069,4
34,12.980519949999998,77.64049924999999,528.4951803447428,7.26593251111438,3
35,12.981256620311989,77.64047446059988,437.6448877082429,6.860905115649304,3
36,12.9810118,77.64047865,528.4951803447428,6.37998431093091,4
37,12.980265399999999,77.64051500000001,694.4827552786822,8.232702263410996,1
38,12.980393272671497,77.64030104096818,528.4951803447428,6.611606693657194,5
39,12.981883000000002,77.64043459999999,437.6448877082429,5.930047280337746,5
40,12.98013235,77.64045705000001,694.4827552786822,6.267787164160566,2
41,12.981638949999997,77.64041484999998,437.6448877082429,4.223734598073367,1
42,12.982169821293008,77.64042244298832,408.5577548798012,5.054171148729771,4
43,12.980890803752935,77.64047467486385,528.4951803447428,5.268020922887168,1
44,12.980645499999998,77.6404818,528.4951803447428,6.407844468540682,2
45,12.9820168,77.64041865,408.5577548798012,4.223380998626405,1
46,12.981152699999997,77.6404664,528.4951803447428,6.544789287863901,1
47,12.981063349999998,77.63796735000001,428.842160723893,4.5755766637896444,1
48,12.982061919398221,77.63808806205442,151.43033599112047,2.866046178590902,3
49,12.980628275163292,77.63815781197177,428.842160723893,6.410150208336036,1
50,12.981407175138395,77.63811861108587,151.43033599112047,5.428968257168394,5
51,12.980191274834402,77.63816033809024,428.842160723893,4.349542670562085,1
52,12.981511855840942,77.63795347475502,86.60837427808954,4.939734993837301,3
53,12.98151416975041,77.63811521154192,151.43033599112047,5.424116182124739,2
54,12.980071605743387,77.6380124747591,428.842160723893,4.990901804716044,5
55,12.98106627482863,77.63813953715665,428.842160723893,5.020896374214281,4
56,12.980517043968716,77.63800257524287,428.842160723893,7.009832695803473,3
57,12.980520349999999,77.63815109999999,428.842160723893,6.632515327766956,5
58,12.9800749,77.6381816,428.842160723893,6.023805439883153,5
59,12.981402749999999,77.63795544999999,86.60837427808954,2.677725317195081,5
60,12.982052425244277,77.6379239624944,86.60837427808954,2.7239070894387605,4
61,12.980963530744196,77.63797423737198,428.842160723893,5.938866501017992,1
62,12.98188861293115,77.63793032474705,86.60837427808954,4.281043698576432,2
63,12.980859800000001,77.63815310000003,428.842160723893,6.261403716604587,2
64,12.980412356486267,77.63815262483783,428.842160723893,6.075839349701283,3
65,12.981718724762047,77.63792913890495,86.60837427808954,3.114526971132031,5
66,12.981752199999999,77.63808825000001,151.43033599112047,4.829707445256176,4
67,12.981296399999998,77.6381236,151.43033599112047,4.854127987754274,2
68,12.980732049999999,77.63798785000002,428.842160723893,4.665614682626842,3
69,12.980739699999999,77.63814590000001,428.842160723893,5.8230330612179095,3
70,12.980294424833238,77.63816383707604,428.842160723893,6.886330117356781,2
71,12.981608774742444,77.63794878652723,86.60837427808954,3.134957808631142,3
72,12.981953449999997,77.63809645,151.43033599112047,5.565506125048218,5
73,12.980627324760881,77.63799368815323,428.842160723893,4.477201004488096,4
74,12.980959455175292,77.63814237482993,428.842160723893,6.613037199635455,5
75,12.980402100000001,77.6380056,428.842160723893,5.528639067461026,3
76,12.981180775230964,77.63796856035775,86.60837427808954,5.277212303751274,3
77,12.9821641,77.63808605,151.43033599112047,3.65875201174659,3
78,12.981854124593628,77.6381026374273,151.43033599112047,5.021313596658541,4
79,12.981293469260152,77.63796101261082,86.60837427808954,5.424730313373769,2
80,12.982155979699323,77.63790746104452,86.60837427808954,4.213061003638691,4
81,12.98084982475788,77.63798058794221,428.842160723893,5.729960728739557,5
82,12.981625099999997,77.63811205,151.43033599112047,3.7457753279236172,4
83,12.980189699999997,77.63800944999998,428.842160723893,6.838513064203525,4
84,12.981183400000003,77.63813015,340.38111558443416,5.18512062645449,5
85,12.980290049999999,77.6380081,428.842160723893,6.166151533893737,4
86,12.98304173106175,77.63841625939975,100.6524081177038,3.8504027384553567,1
87,12.981728270995607,77.63884324274157,340.38111558443416,4.574246678925955,5
88,12.981192300000002,77.63888355,340.38111558443416,4.989626636793241,2
89,12.982221200000001,77.63932815000001,279.18561675555236,4.932988422468112,5
90,12.981855300000001,77.63884579999998,295.86148804426205,4.255078037504938,5
91,12.982102008398403,77.63923487484973,295.86148804426205,4.83875363176565,1
92,12.98019166965782,77.63863606195731,428.842160723893,4.729591813848566,5
93,12.980740874969468,77.63861093777467,428.842160723893,5.003021649845444,4
94,12.9801776,77.63846745000001,428.842160723893,5.67616941831932,4
